"Nº pers.","Clave de sexo","Centro","Área de nómina","Condición","Relación laboral","Rel. Laboral ok","Unidad organizativa","Grupo de invalidez","Categoría profesional","Tipo de contrato","fijo/Temp","GI","Disc","GrdOcup","Días","FTE","Personas","Mes",""
"00001527","mujeres","Centro 4","Socios XXX123","Socios","Per. Cocina","Personal de cocina","Servicios","","Cocinero","100","fijo","0","","100","31","1","1","Dec-21",""
"00001532","mujeres","Centro 4","Socios XXX123","Socios","Per. Docente","Personal docente","Primaria","","Maestro","100","fijo","0","","100","31","1","1","Dec-21",""
"00001534","mujeres","Centro 4","Socios XXX123","Socios","Per. Docente","Personal docente","Primaria","","Maestro","100","fijo","0","","100","31","1","1","Dec-21",""
"00001535","mujeres","Centro 1","Socios XXX123","Socios","Per. Docente","Personal docente","Infantil","","Técnico Infantil","100","fijo","0","","100","31","1","1","Dec-21",""
"00001536","mujeres","Centro 6","Socios XXX123","Socios","Per. Docente","Personal docente","Secundaria","","Profesor","100","fijo","0","","100","31","1","1","Dec-21",""
"00001538","mujeres","Centro 5","Socios XXX123","Socios","Per. Docente","Personal docente","Secundaria","","Profesor Tutor","100","fijo","0","","100","31","1","1","Dec-21",""
"00001543","hombres","Centro 3","Socios XXX123","Socios","Per. Manten.","Personal de mantenimiento y limpieza","Servicios","","Técnico Mantenimiento","100","fijo","0","","100","31","1","1","Dec-21",""
"00001273","mujeres","Centro 6","Socios XXX123","Socios","Per. Docente","Personal docente","Infantil","","Técnico Infantil","100","fijo","0","","75","1","0.024193548","0.032258065","Dec-21",""
"00001273","mujeres","Centro 6","Socios XXX123","Socios","Per. Docente","Personal docente","Infantil","","Técnico Infantil","100","fijo","0","","100","10","0.322580645","0.322580645","Dec-21",""
"00001545","mujeres","Centro 5","Socios XXX123","Socios","Per. Docente","Personal docente","Infantil","","Maestro","100","fijo","0","","100","31","1","1","Dec-21",""
"00001546","mujeres","Centro 1","Socios XXX123","Socios","Per. Docente","Personal docente","D.O.P.","","Prof. Terapéuta","100","fijo","0","","100","31","1","1","Dec-21",""
"00001547","mujeres","Centro 4","Socios XXX123","Socios","Per. Docente","Personal docente","Primaria","","Maestro","100","fijo","0","","100","31","1","1","Dec-21",""
"00001548","mujeres","Centro 5","Socios XXX123","Socios","Per. Cocina","Personal de cocina","Servicios","","Empl. Servicio Cocina","100","fijo","0","","100","31","1","1","Dec-21",""
"00001552","mujeres","Centro 5","Socios XXX123","Socios","Per. Cocina","Personal de cocina","Servicios","","Empl. Servicio Cocina","100","fijo","0","","100","31","1","1","Dec-21",""
"00001553","hombres","Centro 3","Socios XXX123","Socios","Per. Manten.","Personal de mantenimiento y limpieza","Servicios","","Técnico Mantenimiento","100","fijo","0","","100","31","1","1","Dec-21",""
"00001554","mujeres","Centro 2","Socios XXX123","Socios","Per. Docente","Personal docente","Primaria","","Maestro Tutor","100","fijo","0","","100","31","1","1","Dec-21",""
"00001555","hombres","Centro 12","Socios XXX123","Socios","Jefes","Jefes","Dirección General de Recu","","Responsable Área Gestión","100","fijo","0","","100","31","1","1","Dec-21",""
"00001556","mujeres","Centro 5","Socios XXX123","Socios","Per. Docente","Personal docente","Secundaria","","Profesor Tutor","100","fijo","0","","100","31","1","1","Dec-21",""
"00001557","mujeres","Centro 5","Socios XXX123","Socios","Per. Cocina","Personal de cocina","Servicios","","Ayudante Cocina","100","fijo","0","","100","31","1","1","Dec-21",""
"00001558","mujeres","Centro 5","Socios XXX123","Socios","Mandos Interm.","Mandos intermedios","Actividades Extraescolare","","Coordinador AAEE","100","fijo","0","","100","31","1","1","Dec-21",""
"00001561","mujeres","Centro 12","Socios XXX123","Socios","Per. Admin.","Personal de Administración y Conserjería","Dirección General de Recu","","Técnico Área","100","fijo","0","","100","31","1","1","Dec-21",""
"00001563","mujeres","Centro 3","Socios XXX123","Socios","Per. Docente","Personal docente","Primaria","","Maestro Tutor","100","fijo","0","","100","31","1","1","Dec-21",""
"00001564","hombres","Centro 4","Socios XXX123","Socios","Per. Docente","Personal docente","Infantil","","Técnico Infantil","100","fijo","0","","100","31","1","1","Dec-21",""
"00001565","mujeres","Centro 5","Socios XXX123","Socios","Per. Docente","Personal docente","Primaria","","Maestro","100","fijo","0","","100","31","1","1","Dec-21",""
"00001566","mujeres","Centro 1","Socios XXX123","Socios","Mandos Interm.","Mandos intermedios","Departamento","","Jefe Dpto.","100","fijo","0","","100","31","1","1","Dec-21",""
"00001567","mujeres","Centro 6","Socios XXX123","Socios","Per. Docente","Personal docente","Secundaria","","Profesor","100","fijo","0","","100","31","1","1","Dec-21",""
"00001568","mujeres","Centro 5","Socios XXX123","Socios","Per. Docente","Personal docente","FP","","Resp. Seminario","100","fijo","0","","100","31","1","1","Dec-21",""
"00001569","hombres","Centro 1","Socios XXX123","Socios","Jefes","Jefes","Primaria","","Subjefe de Estudios","100","fijo","0","","100","31","1","1","Dec-21",""
"00001570","hombres","Centro 4","Socios XXX123","Socios","Per. Docente","Personal docente","Primaria","","Maestro","100","fijo","0","","100","31","1","1","Dec-21",""
"00001571","mujeres","Centro 1","Socios XXX123","Socios","Per. Docente","Personal docente","Secundaria","","Profesor","100","fijo","0","","100","31","1","1","Dec-21",""
"00001572","mujeres","Centro 5","Socios XXX123","Socios","Mandos Interm.","Mandos intermedios","TIC","","Coordinador TIC","100","fijo","0","","100","31","1","1","Dec-21",""
"00001573","mujeres","Centro 1","Socios XXX123","Socios","Per. Docente","Personal docente","Primaria","","Maestro","100","fijo","0","","1","31","0.01","1","Dec-21",""
"00001574","hombres","Centro 5","Socios XXX123","Socios","Per. Docente","Personal docente","Primaria","","Maestro","100","fijo","0","","100","31","1","1","Dec-21",""
"00001575","hombres","Centro 5","Socios XXX123","Socios","Per. Docente","Personal docente","Primaria","","Maestro","100","fijo","0","","100","31","1","1","Dec-21",""
"00001576","hombres","Centro 5","Socios XXX123","Socios","Mandos Interm.","Mandos intermedios","Primaria","","Coordinador","100","fijo","0","","100","31","1","1","Dec-21",""
"00001577","mujeres","Centro 6","Socios XXX123","Socios","Per. Docente","Personal docente","Secundaria","","Profesor Tutor","100","fijo","0","","100","31","1","1","Dec-21",""
"00001578","mujeres","Centro 4","Socios XXX123","Socios","Per. Docente","Personal docente","D.O.P.","","Orientador Infantil","100","fijo","0","","100","31","1","1","Dec-21",""
"00001579","hombres","Centro 7","Socios XXX123","Socios","Per. Docente","Personal docente","Secundaria","","Profesor Tutor","100","fijo","0","","100","31","1","1","Dec-21",""
"00001580","mujeres","Centro 5","Socios XXX123","Socios","Per. Cocina","Personal de cocina","Servicios","","Cocinero","100","fijo","0","","100","31","1","1","Dec-21",""
"00001582","mujeres","Centro 2","Socios XXX123","Socios","Per. Docente","Personal docente","Primaria","","Maestro","100","fijo","0","","100","31","1","1","Dec-21",""
"00001583","mujeres","Centro 1","Socios XXX123","Socios","Per. Admin.","Personal de Administración y Conserjería","Administración","","Técnico Administración","100","fijo","0","","100","31","1","1","Dec-21",""
"00001585","hombres","Centro 2","Socios XXX123","Socios","Mandos Interm.","Mandos intermedios","Departamento","","Jefe Dpto.","100","fijo","0","","100","31","1","1","Dec-21",""
"00001586","hombres","Centro 7","Socios XXX123","Socios","Per. Docente","Personal docente","Secundaria","","Profesor","100","fijo","0","","100","31","1","1","Dec-21",""
"00001587","mujeres","Centro 1","Socios XXX123","Socios","Per. Docente","Personal docente","Secundaria","","Profesor","100","fijo","0","","100","31","1","1","Dec-21",""
"00001588","mujeres","Centro 2","Socios XXX123","Socios","Per. Docente","Personal docente","Primaria","","Maestro","100","fijo","0","","100","31","1","1","Dec-21",""
"00001589","hombres","Centro 2","Socios XXX123","Socios","Jefes","Jefes","Primaria","","Subjefe Estudios Primaria","100","fijo","0","","100","31","1","1","Dec-21",""
"00001590","hombres","Centro 5","Socios XXX123","Socios","Per. Act. Extr.","Personal de actividades extraescolares","Natación Escolar","","Socorrista","100","fijo","0","","100","31","1","1","Dec-21",""
"00001592","hombres","Centro 1","Socios XXX123","Socios","Per. Docente","Personal docente","Secundaria","","Profesor","100","fijo","0","","100","31","1","1","Dec-21",""
"00001593","mujeres","Centro 5","Socios XXX123","Socios","Per. Docente","Personal docente","Infantil","","Maestro","100","fijo","0","","100","31","1","1","Dec-21",""
"00001594","mujeres","Centro 5","Socios XXX123","Socios","Per. Docente","Personal docente","Infantil","","Maestro","100","fijo","0","","100","31","1","1","Dec-21",""
"00001595","mujeres","Centro 3","Socios XXX123","Socios","Per. Admin.","Personal de Administración y Conserjería","Administración","","Recepcionista","100","fijo","0","","100","31","1","1","Dec-21",""
"00001596","mujeres","Centro 5","Socios XXX123","Socios","Per. Docente","Personal docente","Infantil","","Maestro","100","fijo","0","","71.42","31","0.7142","1","Dec-21",""
"00001598","hombres","Centro 7","Socios XXX123","Socios","Jefes","Jefes","D.O.P.","","Responsable D.O.P.","100","fijo","0","","100","31","1","1","Dec-21",""
"00001599","hombres","Centro 5","Socios XXX123","Socios","Per. Docente","Personal docente","Primaria","","Maestro","100","fijo","0","","100","31","1","1","Dec-21",""
"00001602","mujeres","Centro 6","Socios XXX123","Socios","Per. Docente","Personal docente","Infantil","","Maestro","100","fijo","0","","100","31","1","1","Dec-21",""
"00001603","mujeres","Centro 2","Socios XXX123","Socios","Per. Docente","Personal docente","Infantil","","Técnico Infantil","100","fijo","0","","100","31","1","1","Dec-21",""
"00001605","mujeres","Centro 1","Socios XXX123","Socios","Per. Docente","Personal docente","Secundaria","","Profesor","100","fijo","0","","100","31","1","1","Dec-21",""
"00001606","mujeres","Centro 4","Socios XXX123","Socios","Per. Docente","Personal docente","Infantil","","Técnico Infantil","100","fijo","0","","100","31","1","1","Dec-21",""
"00001608","hombres","Centro 7","Socios XXX123","Socios","Mandos Interm.","Mandos intermedios","Secundaria","","Responsable Área Gestión","100","fijo","0","","100","31","1","1","Dec-21",""
"00001609","mujeres","Centro 4","Socios XXX123","Socios","Per. Docente","Personal docente","Infantil","","Técnico Infantil","100","fijo","0","","100","31","1","1","Dec-21",""
"00001610","hombres","Centro 4","Socios XXX123","Socios","Per. Docente","Personal docente","Secundaria","","Profesor","100","fijo","0","","100","31","1","1","Dec-21",""
"00001611","mujeres","Centro 5","Socios XXX123","Socios","Per. Docente","Personal docente","D.O.P.","","Prof. Terapéuta","100","fijo","0","","100","31","1","1","Dec-21",""
"00001612","mujeres","Centro 6","Socios XXX123","Socios","Per. Docente","Personal docente","Infantil","","Maestro","100","fijo","0","","100","31","1","1","Dec-21",""
"00001613","mujeres","Centro 5","Socios XXX123","Socios","Per. Docente","Personal docente","D.O.P.","","Orientador Secundaria","100","fijo","0","","100","31","1","1","Dec-21",""
"00001614","mujeres","Centro 4","Socios XXX123","Socios","Per. Docente","Personal docente","Infantil","","Maestro","100","fijo","0","","100","31","1","1","Dec-21",""
"00001615","mujeres","Centro 1","Socios XXX123","Socios","Mandos Interm.","Mandos intermedios","Infantil","","Coordinador","100","fijo","0","","100","31","1","1","Dec-21",""
"00001616","mujeres","Centro 1","Socios XXX123","Socios","Per. Docente","Personal docente","Primaria","","Maestro","100","fijo","0","","100","31","1","1","Dec-21",""
"00001617","mujeres","Centro 5","Socios XXX123","Socios","Per. Docente","Personal docente","Infantil","","Maestro","100","fijo","0","","100","31","1","1","Dec-21",""
"00001619","mujeres","Centro 5","Socios XXX123","Socios","Per. Docente","Personal docente","Primaria","","Maestro","100","fijo","0","","100","31","1","1","Dec-21",""
"00001620","hombres","Centro 2","Socios XXX123","Socios","Per. Docente","Personal docente","Secundaria","","Profesor","100","fijo","0","","100","31","1","1","Dec-21",""
"00001622","hombres","Centro 5","Socios XXX123","Socios","Per. Docente","Personal docente","Secundaria","","Profesor","100","fijo","0","","100","31","1","1","Dec-21",""
"00001623","hombres","Centro 4","Socios XXX123","Socios","Per. Docente","Personal docente","Secundaria","","Profesor Tutor","100","fijo","0","","100","31","1","1","Dec-21",""
"00001624","mujeres","Centro 6","Socios XXX123","Socios","Mandos Interm.","Mandos intermedios","Primaria","","Coordinador Primaria","100","fijo","0","","100","31","1","1","Dec-21",""
"00001625","mujeres","Centro 2","Socios XXX123","Socios","Per. Cocina","Personal de cocina","Servicios","","Cocinero","100","fijo","0","","100","31","1","1","Dec-21",""
"00001626","mujeres","Centro 2","Socios XXX123","Socios","Per. Docente","Personal docente","Infantil","","Maestro","100","fijo","0","","100","31","1","1","Dec-21",""
"00001627","mujeres","Centro 4","Socios XXX123","Socios","Mandos Interm.","Mandos intermedios","Infantil","","Coordinador Infantil","100","fijo","0","","100","31","1","1","Dec-21",""
"00001630","mujeres","Centro 6","Socios XXX123","Socios","Per. Docente","Personal docente","Secundaria","","Profesor Tutor","100","fijo","0","","100","31","1","1","Dec-21",""
"00001632","mujeres","Centro 3","Socios XXX123","Socios","Per. Admin.","Personal de Administración y Conserjería","Administración","","Técnico Administración","100","fijo","0","","100","31","1","1","Dec-21",""
"00001633","mujeres","Centro 1","Socios XXX123","Socios","Per. Docente","Personal docente","D.O.P.","","Maestro","100","fijo","0","","100","31","1","1","Dec-21",""
"00001634","mujeres","Centro 1","Socios XXX123","Socios","Per. Docente","Personal docente","Infantil","","Maestro","100","fijo","0","","100","31","1","1","Dec-21",""
"00001635","mujeres","Centro 6","Socios XXX123","Socios","Per. Docente","Personal docente","Infantil","","Maestro","100","fijo","0","","100","31","1","1","Dec-21",""
"00001636","mujeres","Centro 3","Socios XXX123","Socios","Per. Docente","Personal docente","Primaria","","Maestro Tutor","100","fijo","0","","100","31","1","1","Dec-21",""
"00001637","mujeres","Centro 2","Socios XXX123","Socios","Per. Docente","Personal docente","Infantil","","Técnico Infantil","100","fijo","0","","100","31","1","1","Dec-21",""
"00001638","mujeres","Centro 4","Socios XXX123","Socios","Per. Docente","Personal docente","Secundaria","","Profesor","100","fijo","0","","100","31","1","1","Dec-21",""
"00001639","mujeres","Centro 2","Socios XXX123","Socios","Per. Docente","Personal docente","Secundaria","","Profesor","100","fijo","0","","100","31","1","1","Dec-21",""
"00005105","hombres","Centro 1","Inst. Deportivas","No socios","Per. Act. Extr.","Personal de actividades extraescolares","Club Deportivo","","Monitor Extraescolares","289","fijo","0","","12.34","1","0.003980645","0.032258065","Dec-21",""
"00005105","hombres","Centro 1","Inst. Deportivas","No socios","Per. Act. Extr.","Personal de actividades extraescolares","Club Deportivo","","Monitor Extraescolares","289","fijo","0","","8.44","30","0.081677419","0.967741935","Dec-21",""
